gp_low,grp_low,gp_high,grp_high,original_selectivity,plan_rows,calculated_ratio
0.274,0.0,0.275,0.849,0.001240809,2582,0.0012441814519626457
0.249,0.357,0.478,0.479,0.068238711,181721,0.08756541349035783
0.325,0.138,0.404,0.743,0.038227036,79774,0.03844048456578935
0.078,0.174,0.624,0.727,0.98552759,2010884,0.9689793086167516
0.56,0.0,0.607,0.916,0.001911569,3304,0.0015920896658731917
0.396,0.451,0.502,0.803,0.0159715,25828,0.012445669458284745
0.0,0.408,0.713,0.428,0.232015377,484009,0.23322812563245088
0.229,0.192,0.498,0.778,0.174515566,350828,0.1690525524512591
0.2,0.08,0.523,0.889,0.293833203,597416,0.2878752541850178
0.26,0.0,0.502,0.942,0.122592409,247798,0.11940576120582481
0.0,0.043,0.858,0.926,0.987461324,2047749,0.9867433478214778
0.139,0.142,0.829,0.695,0.474753754,974797,0.46972282991046904
0.0,0.0,0.722,0.917,0.999690641,2072722,0.998777020710658
0.0,0.185,0.565,0.698,0.982941406,2033370,0.9798145774505364
0.038,0.386,0.799,0.525,0.87494573,1790930,0.8629906614111003
0.454,0.303,0.46,0.534,0.000669314,2617,0.0012610468085926584
0.235,0.498,0.816,0.755,0.066755041,87210,0.0420236500486686
0.0,0.047,0.683,0.832,0.986862363,2042932,0.9844221928818557
0.022,0.0,0.84,0.924,0.987452169,2047747,0.9867423840868133
0.285,0.323,0.361,0.514,0.038636141,94815,0.0456882511107042
0.179,0.264,0.551,0.617,0.397763364,818005,0.3941698871466708
0.434,0.301,0.772,0.632,0.016262548,37246,0.01794763065832715
0.257,0.001,0.293,0.894,0.042917053,83607,0.04028748205044187
0.0,0.375,0.772,0.461,0.497733536,1041089,0.5016667791023776
0.331,0.093,0.365,0.808,0.01654685,34302,0.016529013232076943
0.036,0.344,0.668,0.556,0.930935368,1905552,0.9182232587723947
0.172,0.014,0.533,0.951,0.413431287,843878,0.4066372406349084
-0.0,0.049,0.626,0.939,0.986256655,2040068,0.9830421248421884
0.19,0.197,0.538,0.639,0.364526066,748908,0.36087430008769983
0.0,0.251,0.746,0.585,0.964672843,2001316,0.9643688019814385
0.032,0.373,0.671,0.527,0.879486368,1798035,0.8664143288069929
0.295,0.142,0.396,0.762,0.060518229,123386,0.05945568266144965
0.017,0.141,0.707,0.737,0.986496625,2015811,0.9713534689629252
0.197,0.444,0.856,0.813,0.246934961,454121,0.21882607480508467
0.0,0.142,0.735,0.739,0.986702383,2044251,0.9850577758931411
0.289,0.338,0.571,0.848,0.092532547,186207,0.08972707034299317
0.103,0.0,0.616,0.873,0.836316334,1728371,0.8328455229706158
0.416,0.375,0.508,0.546,0.010331241,27180,0.013097154091535518
0.013,0.237,0.689,0.663,0.983950919,2010297,0.9686964524926998
0.207,0.282,0.506,0.555,0.217265893,469500,0.2262367125083122
0.296,0.333,0.446,0.625,0.070071254,147851,0.07124456694582848
0.0,0.2,0.793,0.708,0.986383868,2045132,0.9854823010128851
0.0,0.043,0.811,0.861,0.987413137,2047749,0.9867433478214778
0.252,0.16,0.524,1.0,0.13497255,271669,0.13090841629482572
0.072,0.347,0.63,0.489,0.693835324,1423884,0.6861231845648256
0.08,0.015,0.631,0.884,0.986323153,2013525,0.9702519202413191
0.361,0.065,0.562,0.856,0.041634321,83350,0.04016364214604435
0.0,0.406,0.744,0.548,0.917801103,1906633,0.918744157358596
0.353,-0.0,0.357,0.837,0.001847962,3956,0.0019062671665237127
0.164,0.247,0.57,0.716,0.425570013,867652,0.41809315459267754
0.152,0.221,1.0,0.616,0.441010977,912631,0.4397670653315729
0.045,0.0,0.645,0.869,0.986500962,2041066,0.98352302843981
0.467,0.142,0.697,0.856,0.011377857,22419,0.010802983722521515
0.167,0.385,0.734,0.566,0.394791686,835424,0.4025635342077619
0.0,0.24,0.789,0.597,0.970617162,2014423,0.9706846371057121
0.132,0.369,0.568,0.532,0.417807609,907882,0.43747867737054635
0.213,0.222,0.513,0.747,0.221580053,445910,0.2148694621396837
0.017,0.364,0.886,0.473,0.624554815,1284926,0.6191638638050172
0.348,0.203,0.394,0.755,0.021665248,43880,0.02114433854071297
0.053,0.01,0.497,0.885,0.979233435,2001512,0.9644632479785665
0.266,0.023,0.608,0.814,0.12157615,239286,0.11530410647340575
0.339,0.093,0.799,0.743,0.05529623,114680,0.05526054566656708
0.343,0.103,0.379,0.865,0.016782484,34288,0.01652226708942494
0.0,0.238,0.826,0.727,0.986743341,2045471,0.9856456540385301
0.0,0.58,0.868,0.698,0.024550189,48929,0.023577286701425365
0.015,0.013,0.716,0.955,0.987126426,2018396,0.9725990960168847
0.171,0.368,0.551,0.54,0.365225256,777816,0.3748041209294257
0.0,0.178,0.914,0.735,0.986880192,2045614,0.985714561067047
0.112,0.0,0.59,0.909,0.647679639,1337284,0.6443934735888515
0.342,0.404,0.381,0.475,0.008770953,24246,0.011683355338608174
0.141,0.163,0.597,0.801,0.469713419,956754,0.4610284976340314
0.131,0.315,0.592,0.583,0.47277135,989120,0.4766246157108025
0.019,0.162,0.531,0.734,0.981544472,2005683,0.9664731166215318
0.256,0.083,0.374,0.805,0.096103185,192351,0.09268766323255881
0.373,0.273,0.684,0.957,0.039143066,78227,0.03769503580274279
0.091,0.0,0.558,0.872,0.976675201,2017544,0.9721885450497769
0.311,0.438,0.346,0.538,0.013815625,31475,0.01516677428370421
0.339,0.406,0.524,0.507,0.030112386,80259,0.038674190221948096
0.227,0.321,0.474,0.515,0.12648108,300882,0.14498520667289883
0.049,0.203,0.661,0.695,0.98529292,2011855,0.9694472017964014
0.0,0.0,0.753,0.973,0.999865077,2074522,0.9996443819087729
0.0,0.0,0.769,0.906,0.999895917,2074932,0.9998419475150102
0.262,0.469,0.48,0.511,0.027904469,51530,0.024830623632701443
0.136,0.042,0.603,0.924,0.481769263,982771,0.4735652400181182
0.041,0.209,0.668,0.627,0.979000693,1999869,0.9636715399516205
0.0,0.291,0.825,0.613,0.976157675,2023849,0.9752267185798406
0.0,0.368,0.853,0.469,0.59089251,1233302,0.5942879446430809
0.197,0.193,0.544,0.766,0.317966577,646324,0.31144242167246516
0.138,0.207,0.586,0.672,0.473967346,969125,0.46698967840174244
0.153,0.182,0.35,0.741,0.398530015,815111,0.39277536308703487
0.052,0.088,0.806,0.895,0.987425666,2020920,0.9738153291635747
0.0,0.013,0.782,0.935,0.987399163,2047749,0.9867433478214778
0.337,0.382,0.37,0.454,0.004768561,13550,0.006529302352476316
0.0,0.092,0.715,0.794,0.986986203,2044087,0.9849787496506461
0.0,0.045,0.552,0.792,0.983345211,2034716,0.9804631708797934
0.0,0.288,0.796,0.625,0.979019004,2030816,0.9785838882838777
0.188,0.367,0.436,0.627,0.363384522,746154,0.359547237454584
0.157,0.045,0.466,0.891,0.429857671,878921,0.42352331756020933
0.0,0.108,0.75,0.792,0.987196297,2046056,0.9859275464279175
0.0,0.249,0.846,0.588,0.966197954,2005615,0.9664403496429363
0.047,0.284,0.814,0.628,0.979756744,2005500,0.9663849348997234
0.181,0.07,0.531,0.805,0.401004887,817970,0.39415302179004075
0.0,0.0,0.761,0.937,0.999880497,2074932,0.9998419475150102
0.243,0.313,0.479,0.586,0.133325045,286467,0.13803908907799506
0.23,0.213,0.53,0.7,0.17380433,351748,0.16949587039696232
0.0,0.0,0.726,0.91,0.999714253,2072954,0.9988888139317483
0.031,0.124,0.614,0.752,0.98562059,2010750,0.9689147383942253
0.315,0.018,0.316,0.87,0.000774361,2028,0.00097722694987616
0.0,0.222,0.633,0.662,0.983326419,2033641,0.9799451634975859
0.157,0.034,0.564,0.843,0.438516349,893263,0.4304342588398562
0.198,0.299,0.528,0.537,0.261599636,576114,0.2776105162726598
0.0,0.082,0.724,0.755,0.986825741,2043907,0.9848920135308347
0.144,0.25,1.0,0.748,0.465286983,951573,0.45853194298545724
0.0,0.221,0.829,0.749,0.987012705,2045864,0.9858350279001186
0.0,0.18,0.795,0.773,0.987189551,2046293,0.9860417489856693
0.261,0.266,0.287,0.57,0.028500057,56874,0.02740572265643823
0.039,0.268,0.666,0.569,0.94990553,1943995,0.9367476846274684
0.204,0.027,0.49,0.81,0.262788886,533784,0.25721307209699024
0.267,0.377,0.444,0.459,0.040529399,103521,0.04988338810558677
0.279,0.487,0.46,0.491,0.002254176,2293,0.00110492179293197
0.233,0.0,0.416,0.843,0.151924169,309921,0.14934080548943265
0.106,0.061,0.629,0.901,0.780895782,1598455,0.770243246629338
0.092,0.26,0.301,0.649,0.890800136,1818798,0.8764193402272487
0.0,0.113,0.506,0.771,0.97990034,2028679,0.9775541377947823
0.148,0.237,0.574,0.642,0.450143332,920766,0.44368705607972014
0.288,0.303,0.429,0.592,0.072464208,157759,0.07601890847411891
0.259,0.239,0.598,0.743,0.129297114,255893,0.12330647726068059
0.277,0.0,0.424,0.924,0.090647481,186469,0.08985331958405211
0.0,0.287,0.692,0.55,0.921537023,1910276,0.9204996000501142
0.264,0.172,0.43,0.731,0.106904729,214330,0.10327862532887445
0.0,0.122,0.589,0.766,0.98500139,2036373,0.9812616250493914
0.024,0.267,0.683,0.57,0.952026229,1947843,0.9386019101221051
0.136,0.079,0.476,0.893,0.472824356,968123,0.4665068473347918
0.0,0.0,0.638,0.934,0.998949529,2067845,0.9964269537310988
0.323,0.164,0.39,0.672,0.033594843,70543,0.03399236722145659
0.173,0.409,0.549,0.427,0.081424054,199295,0.09603374998795332
0.27,0.418,0.64,0.418,0.0,1,4.81867332286075e-07
0.069,0.0,0.455,0.861,0.973797006,2018528,0.9726627025047464
0.044,0.464,0.677,0.502,0.213051479,436259,0.21021896051579078
0.047,0.33,0.46,0.568,0.93935263,1921676,0.9259928876381754
0.236,0.434,0.478,0.462,0.037883464,92713,0.04467536597823887
0.217,0.33,0.509,0.506,0.139674614,331699,0.15983491225195878
0.308,0.442,0.406,0.454,0.006085505,13980,0.006736505305359328
0.061,0.135,0.663,0.938,0.986738523,2015359,0.9711356649287318
0.225,0.102,0.698,0.818,0.191844488,386537,0.18625955301986258
0.133,0.405,0.541,0.559,0.446261406,946741,0.45620356003585094
0.0,0.158,0.75,0.679,0.985283765,2042534,0.9842304096836059
0.17,0.0,0.38,0.902,0.384824738,797841,0.38445351425845437
0.0,0.08,0.583,0.757,0.984727208,2035870,0.9810192457812515
0.3,0.162,0.434,0.815,0.066527118,136431,0.0657416420111215
0.235,0.211,0.482,0.753,0.159391189,321195,0.15477337779362585
0.003,0.202,0.731,0.776,0.987028607,2017871,0.9723461156674345
0.074,0.234,0.709,0.694,0.985624927,2014527,0.9707347513082698
0.0,0.099,0.593,0.905,0.985418687,2038177,0.9821309137168355
0.01,0.004,1.0,0.832,0.987430966,2020523,0.9736240278326571
0.166,0.282,0.303,0.648,0.343092115,703430,0.33895993754999376
0.19,0.354,0.521,0.544,0.325623452,695104,0.33494791014137987
0.21,0.049,0.511,0.788,0.233502903,468162,0.22559197401771344
0.299,0.041,0.436,0.796,0.067898995,139173,0.06706292223624992
0.322,0.0,0.394,0.913,0.036487976,76703,0.03696066998833881
0.0,0.229,0.746,0.671,0.984830327,2041707,0.9838319053998054
0.0,0.288,0.837,0.664,0.984508922,2041299,0.9836353035282326
0.126,0.034,0.635,0.874,0.514237982,1051152,0.5065158100671723
0.205,0.429,0.534,0.551,0.185200016,369521,0.1780600984936827
0.007,0.271,0.672,0.565,0.945634256,1934255,0.932054296811002
0.27,0.196,0.427,0.706,0.099333143,199371,0.09607037190520706
0.242,0.494,0.504,0.779,0.061840474,82558,0.03978200321887378
0.132,0.186,0.603,0.777,0.492111587,1005890,0.48470553087324
0.155,0.0,0.552,0.857,0.441459596,912048,0.4394861366768501
0.098,0.181,0.736,1.0,0.935788738,1909109,0.9199372608733364
0.099,0.024,0.803,0.926,0.926558083,1896400,0.9138132089473127
0.154,0.0,0.756,0.897,0.447096965,927658,0.44700808573383577
0.0,0.052,0.611,0.832,0.985905856,2038807,0.9824344901361757
0.175,0.273,0.6,0.998,0.413262634,839644,0.40459701435000917
0.0,0.176,0.774,0.661,0.984177397,2040696,0.9833447375268641
0.308,0.31,0.381,0.526,0.030262247,75168,0.03622100363327969
0.125,0.189,0.584,0.648,0.51296296,1053877,0.5078288985476519
0.196,0.369,0.342,0.513,0.220469349,471917,0.22740138585044767
0.0,0.079,0.619,0.815,0.986043188,2038963,0.9825096614400123
0.211,0.019,0.329,0.863,0.175115492,350127,0.16871476345132658
0.054,0.346,0.494,0.491,0.696834949,1424632,0.6864836213293756
0.0,0.188,0.745,0.648,0.98280311,2037405,0.9817589121363106
0.165,0.239,0.556,0.597,0.409645736,850621,0.4098864720565134
0.151,0.401,0.575,0.435,0.085973847,216602,0.10437342790782841
0.0,0.122,0.766,0.844,0.987340375,2047561,0.986652756763008
0.356,0.0,0.502,0.938,0.039634089,81571,0.03930640016190742
0.0,0.244,0.576,0.643,0.9797765,2026877,0.9766858128620028
0.0,0.376,0.642,0.461,0.497539343,1037650,0.5000096373466457
0.0,0.038,0.723,0.857,0.987157266,2045626,0.9857203434750345
0.0,0.005,0.721,0.9,0.987162084,2045511,0.9856649287318215
0.293,0.305,0.431,0.532,0.055693289,134914,0.06501064926804352
0.272,0.384,0.468,0.595,0.097520358,206524,0.09951716893304935
0.042,0.366,0.531,0.606,0.96940912,1981497,0.9548186733228607
0.147,0.393,1.0,0.604,0.446663766,926893,0.44663945722463694
0.115,0.37,0.809,0.551,0.544189906,1163773,0.5607841908965624
0.0,0.0,0.652,0.904,0.999111918,2068658,0.9968187118722474
0.0,0.372,0.766,0.589,0.966595013,2007223,0.9672151923132524
0.0,0.344,0.696,0.614,0.976005886,2020863,0.9737878627256343
0.0,0.232,0.651,0.647,0.982005138,2031865,0.9790893671154458
0.0,0.401,0.75,0.501,0.747084099,1556358,0.7499580775420911
0.36,0.188,0.362,0.71,0.000943497,2438,0.0011747925561134509
0.04,0.0,0.658,0.883,0.986672025,2041821,0.9838868382756859
0.0,0.043,0.604,0.832,0.985714554,2038406,0.982241261335929
0.0,0.032,0.495,0.804,0.97893275,2027043,0.9767658028391624
0.214,0.299,0.667,0.613,0.21530662,444795,0.21433218006418472
0.0,0.302,0.764,0.599,0.971239734,2015923,0.9714074381041412
0.06,0.009,0.619,0.827,0.986063908,2012354,0.9696876535952121
0.039,0.394,0.689,0.443,0.294710202,608879,0.29339889941501307
0.132,0.0,0.604,0.889,0.492333246,1019991,0.4915003421258059
0.369,0.264,0.505,0.573,0.029258999,66694,0.03213765985948749
0.0,0.036,0.563,0.944,0.984109453,2036458,0.9813025837726357
0.041,0.342,0.708,0.567,0.948028174,1942571,0.936061505546293
0.0,0.125,0.626,0.77,0.986017649,2038563,0.9823169145070979
0.402,0.132,0.461,0.781,0.013510121,28496,0.013731291500823993
0.09,0.364,0.889,0.641,0.976407282,1996520,0.9620577662557944
0.109,0.3,0.624,0.583,0.688861005,1423303,0.6858432196447674
0.049,0.318,0.645,0.585,0.964029068,1969427,0.9490025346221678
0.302,0.107,0.394,0.793,0.052717275,107709,0.05190144849320085
0.127,0.204,0.612,0.687,0.508267161,1039102,0.5007093087131251
